StudentID,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance
2870,4,87,No,6,9,Good
2871,2,71,Yes,8,8,Poor
2872,4,52,Yes,5,1,Poor
2873,1,60,Yes,7,8,Poor
2874,7,88,No,9,8,Good
2875,2,79,Yes,7,9,Average
2876,2,72,Yes,5,8,Poor
2877,9,96,Yes,8,9,Distinction
2878,5,97,Yes,9,9,Distinction
2879,2,66,Yes,6,3,Poor
2880,9,74,Yes,4,4,Good
2881,9,55,No,7,7,Average
2882,1,67,No,5,7,Poor
2883,3,73,No,9,0,Average
2884,4,86,Yes,8,9,Good
2885,7,40,No,6,0,Poor
2886,4,80,Yes,8,9,Average
2887,2,87,Yes,6,5,Average
2888,7,70,Yes,9,6,Average
2889,6,75,Yes,4,1,Average
2890,3,83,Yes,4,1,Average
2891,6,72,No,5,4,Average
2892,6,72,No,5,8,Average
2893,5,78,No,6,4,Average
2894,4,57,Yes,6,7,Poor
2895,1,62,No,6,7,Poor
2896,6,99,Yes,6,4,Distinction
2897,2,62,No,9,7,Poor
2898,3,54,No,9,7,Poor
2899,8,65,No,4,4,Average
2900,6,69,No,5,4,Average
2901,3,64,No,5,3,Poor
2902,7,84,No,7,0,Good
2903,4,55,Yes,5,8,Poor
2904,9,78,Yes,5,1,Good
2905,5,87,Yes,8,0,Good
2906,3,84,Yes,8,5,Average
2907,2,53,Yes,7,4,Poor
2908,2,56,No,6,0,Poor
2909,3,51,Yes,7,6,Poor
2910,2,68,Yes,7,6,Poor
2911,4,71,Yes,4,2,Average
2912,2,95,Yes,9,7,Good
2913,9,63,Yes,5,5,Average
2914,2,91,Yes,4,3,Average
2915,9,52,Yes,9,9,Average
2916,6,95,Yes,5,9,Distinction
2917,1,59,Yes,7,9,Poor
2918,4,54,No,5,2,Poor
2919,1,95,Yes,6,0,Average
2920,6,92,Yes,6,1,Good
2921,4,43,No,7,1,Poor
2922,3,93,No,8,4,Good
2923,3,73,Yes,6,3,Average
2924,9,67,Yes,7,1,Average
2925,6,89,Yes,4,8,Good
2926,9,41,No,8,6,Poor
2927,5,96,Yes,6,7,Good
2928,2,86,No,7,7,Average
2929,8,69,No,7,1,Average
2930,5,65,No,4,4,Poor
2931,2,90,No,4,2,Average
2932,4,86,No,8,9,Good
2933,9,65,Yes,9,8,Average
2934,4,59,Yes,6,8,Poor
2935,4,81,No,7,5,Average
2936,2,67,No,8,3,Poor
2937,6,95,No,8,7,Distinction
2938,2,59,No,4,4,Poor
2939,7,50,Yes,7,2,Poor
2940,3,97,No,5,7,Good
2941,3,49,No,9,5,Poor
2942,5,62,Yes,9,4,Poor
2943,3,76,Yes,4,0,Average
2944,2,80,Yes,7,2,Average
2945,9,91,Yes,8,6,Distinction
2946,2,58,No,9,2,Poor
2947,2,84,No,8,0,Average
2948,8,57,No,6,7,Average
2949,9,88,No,5,6,Good
2950,7,66,No,4,4,Average
2951,3,45,No,9,9,Poor
2952,9,49,No,6,4,Poor
2953,3,41,No,6,5,Poor
2954,5,63,No,5,6,Poor
2955,9,77,Yes,4,2,Good
2956,3,67,No,4,3,Poor
2957,7,67,Yes,8,0,Average
2958,1,92,Yes,4,6,Average
2959,4,84,Yes,6,9,Average
2960,4,89,Yes,8,1,Good
2961,7,78,No,4,6,Average
2962,8,41,Yes,5,5,Poor
2963,1,85,Yes,6,3,Average
2964,5,44,No,7,1,Poor
2965,7,89,Yes,5,6,Good
2966,4,50,No,5,6,Poor
2967,4,49,No,4,4,Poor
2968,4,82,No,8,8,Average
2969,6,98,No,8,2,Distinction
2970,7,41,Yes,6,8,Poor
2971,2,54,No,4,4,Poor
2972,5,78,Yes,8,1,Average
2973,4,80,Yes,9,8,Average
2974,3,76,No,7,0,Average
2975,7,46,Yes,9,0,Poor
2976,6,59,No,4,6,Poor
2977,7,73,Yes,4,2,Average
2978,5,74,Yes,8,7,Average
2979,6,73,Yes,5,6,Average
2980,5,92,Yes,4,6,Good
2981,7,61,No,5,0,Poor
2982,2,70,No,6,0,Poor
2983,5,62,Yes,6,1,Poor
2984,6,58,Yes,8,1,Poor
2985,6,43,Yes,6,4,Poor
2986,5,63,Yes,9,8,Average
2987,7,59,No,9,6,Average
2988,8,78,Yes,9,1,Good
2989,7,67,Yes,8,4,Average
2990,5,93,Yes,8,4,Good
2991,1,78,No,9,7,Average
2992,5,56,Yes,5,8,Poor
2993,2,58,No,9,7,Poor
2994,5,93,No,5,1,Good
2995,5,87,Yes,6,3,Good
2996,2,74,Yes,5,1,Poor
2997,5,71,Yes,4,5,Average
2998,4,86,No,7,3,Good
2999,1,85,No,4,6,Average
3000,3,86,Yes,4,1,Average
3001,1,85,No,8,8,Average
3002,5,78,Yes,7,4,Average
3003,4,96,Yes,8,0,Good
3004,7,74,Yes,5,2,Average
3005,5,69,Yes,9,3,Average
3006,4,56,Yes,5,2,Poor
3007,2,81,Yes,7,5,Average
3008,4,86,No,6,5,Average
3009,2,68,No,5,9,Poor
3010,8,45,No,4,6,Poor
3011,3,99,Yes,7,8,Good
3012,9,56,Yes,7,9,Average
3013,4,56,Yes,5,8,Poor
3014,6,53,No,5,6,Poor
3015,5,63,Yes,8,0,Poor
3016,1,96,No,8,2,Good
3017,9,89,Yes,4,4,Distinction
3018,1,96,No,7,9,Good
3019,8,76,Yes,6,5,Good
3020,9,79,Yes,6,5,Good
3021,9,78,No,7,4,Good
3022,1,94,No,4,5,Average
3023,2,71,No,8,8,Average
3024,1,75,Yes,8,0,Average
3025,2,89,No,8,0,Average
3026,8,76,No,6,8,Average
3027,5,87,Yes,6,7,Good
3028,7,53,Yes,4,8,Poor
3029,2,66,No,6,6,Poor
3030,8,98,Yes,5,9,Distinction
3031,6,58,No,6,5,Poor
3032,8,70,No,8,8,Average
3033,1,85,No,4,1,Average
3034,1,48,Yes,7,3,Poor
3035,7,77,No,7,1,Average
3036,8,56,No,4,5,Poor
3037,3,58,Yes,5,0,Poor
3038,5,83,No,7,6,Average
3039,1,43,No,8,6,Poor
3040,7,87,No,7,6,Good
3041,5,96,Yes,7,3,Good
3042,8,50,No,8,7,Poor
3043,8,61,Yes,6,4,Average
3044,9,43,Yes,5,1,Poor
3045,7,56,No,8,4,Average
3046,1,47,No,8,9,Poor
3047,3,85,Yes,9,8,Average
3048,8,98,No,4,9,Distinction
3049,3,73,No,5,0,Average
3050,8,50,Yes,6,1,Poor
3051,1,70,No,9,9,Poor
3052,5,50,No,8,7,Poor
3053,4,95,Yes,9,4,Good
3054,5,93,No,6,8,Good
3055,8,95,Yes,9,5,Distinction
3056,4,77,Yes,9,7,Average
3057,4,92,No,9,0,Good
3058,3,60,Yes,8,8,Poor
3059,7,85,No,8,8,Good
3060,3,69,No,4,2,Average
3061,3,49,Yes,7,0,Poor
3062,5,65,Yes,5,7,Poor
3063,5,66,Yes,4,7,Average
3064,6,47,Yes,6,8,Poor
3065,8,78,Yes,9,5,Good
3066,6,47,Yes,8,8,Poor
3067,1,99,No,9,9,Good
3068,8,47,No,8,8,Poor
3069,8,94,Yes,5,3,Distinction
3070,9,73,No,4,4,Average
3071,9,98,Yes,4,5,Distinction
3072,2,55,Yes,6,5,Poor
3073,2,80,No,4,9,Average
3074,3,52,No,4,1,Poor
3075,1,62,Yes,7,3,Poor
3076,4,51,Yes,5,8,Poor
3077,4,66,Yes,9,6,Average
3078,9,61,No,4,8,Average
3079,9,71,Yes,6,5,Average
3080,9,96,Yes,9,6,Distinction
3081,7,88,No,8,8,Good
3082,2,66,No,4,3,Poor
3083,5,41,No,4,8,Poor
3084,4,84,Yes,9,2,Average
3085,8,72,Yes,8,7,Average
3086,2,65,No,7,2,Poor
3087,6,67,Yes,5,2,Average
3088,5,58,Yes,7,2,Poor
3089,2,82,No,6,8,Average
3090,1,44,No,9,9,Poor
3091,8,72,Yes,4,2,Average
3092,2,59,No,7,5,Poor
3093,7,69,No,5,3,Average
3094,9,84,Yes,6,1,Good
3095,9,47,Yes,7,2,Poor
3096,8,77,Yes,4,4,Good
3097,9,56,Yes,5,9,Average
3098,2,83,Yes,4,3,Average
3099,6,40,Yes,4,4,Poor
3100,4,42,No,6,0,Poor
3101,4,85,No,5,3,Average
3102,5,65,No,8,9,Average
3103,3,70,Yes,4,2,Average
3104,1,47,Yes,5,1,Poor
3105,8,82,Yes,4,6,Good
3106,5,98,Yes,7,9,Good
3107,3,85,Yes,7,8,Average
3108,7,47,No,5,0,Poor
3109,7,74,Yes,6,6,Average
3110,1,78,No,8,0,Average
3111,9,67,Yes,7,4,Average
3112,2,90,No,6,0,Average
3113,5,43,No,8,2,Poor
3114,5,96,No,7,7,Good
3115,8,55,No,8,3,Poor
3116,8,52,No,9,0,Poor
3117,7,59,No,4,0,Poor
3118,7,90,No,5,7,Distinction
3119,6,44,Yes,7,7,Poor
3120,6,94,Yes,7,3,Good
3121,9,76,No,4,3,Good
3122,6,59,Yes,7,9,Poor
3123,2,63,Yes,7,1,Poor
3124,2,75,No,9,1,Average
3125,5,73,Yes,7,5,Average
3126,4,97,No,7,7,Good
3127,2,84,Yes,7,6,Average
3128,3,87,No,6,6,Average
3129,7,93,Yes,7,2,Distinction
3130,8,73,No,4,1,Average
3131,6,58,Yes,9,9,Average
3132,5,56,Yes,7,6,Poor
3133,1,44,Yes,8,3,Poor
3134,8,64,No,9,0,Average
3135,3,57,No,9,0,Poor
3136,6,99,Yes,8,3,Distinction
3137,3,94,Yes,4,4,Good
3138,7,92,No,6,4,Good
3139,7,89,Yes,4,0,Good
3140,9,47,Yes,6,2,Average
3141,5,66,No,5,5,Average
3142,8,54,No,8,9,Poor
3143,8,84,Yes,9,6,Good
3144,1,52,No,9,0,Poor
3145,5,55,Yes,9,7,Poor
3146,3,61,Yes,8,3,Poor
3147,1,59,No,8,8,Poor
3148,4,52,Yes,6,5,Poor
3149,8,59,No,9,0,Average
3150,3,41,No,4,1,Poor
3151,2,74,Yes,6,2,Average
3152,9,86,No,9,1,Good
3153,5,94,Yes,8,9,Good
3154,7,58,No,8,6,Average
3155,2,84,Yes,8,0,Average
3156,9,76,No,9,8,Good
3157,9,97,Yes,8,1,Distinction
3158,4,93,Yes,5,3,Good
3159,4,45,No,8,7,Poor
3160,6,53,Yes,9,2,Poor
3161,6,43,Yes,6,8,Poor
3162,1,61,Yes,8,6,Poor
3163,9,90,Yes,7,9,Distinction
3164,2,94,Yes,5,2,Average
3165,5,78,Yes,9,2,Average
3166,9,75,No,8,4,Good
3167,4,73,No,7,4,Average
3168,3,66,No,9,9,Poor
3169,7,46,No,6,4,Poor
3170,6,42,Yes,5,8,Poor
3171,8,86,Yes,8,8,Good
3172,3,72,No,6,5,Average
3173,5,41,Yes,9,6,Poor
3174,4,81,No,7,9,Good
3175,4,55,Yes,9,7,Poor
3176,4,64,Yes,9,8,Poor
3177,8,99,No,5,5,Distinction
3178,6,54,Yes,8,7,Poor
3179,3,63,No,6,1,Poor
3180,5,54,No,5,9,Poor
3181,6,70,No,7,7,Average
3182,5,53,Yes,8,1,Poor
3183,6,93,Yes,5,7,Good
3184,8,53,No,7,1,Poor
3185,7,45,Yes,7,2,Poor
3186,5,53,No,6,6,Poor
3187,6,56,No,9,8,Poor
3188,4,57,Yes,7,2,Poor
3189,9,59,No,7,4,Average
3190,4,90,Yes,9,8,Good
3191,1,56,Yes,4,6,Poor
3192,7,55,Yes,7,1,Poor
3193,7,79,No,8,4,Good
3194,4,78,No,5,4,Average
3195,3,91,Yes,9,8,Average
3196,8,71,Yes,9,1,Average
3197,5,99,No,9,0,Distinction
3198,7,83,Yes,8,3,Good
3199,4,48,Yes,9,3,Poor
3200,4,66,No,8,0,Poor
3201,8,85,No,6,9,Good
3202,8,91,No,4,6,Distinction
3203,2,72,Yes,9,1,Poor
3204,2,49,No,4,8,Poor
3205,3,56,No,9,6,Poor
3206,3,88,No,8,6,Good
3207,1,88,No,5,0,Average
3208,3,75,No,4,8,Average
3209,6,56,No,4,9,Poor
3210,8,57,No,8,8,Average
3211,6,91,Yes,4,1,Good
3212,5,62,No,6,9,Poor
3213,4,73,Yes,8,8,Average
3214,3,47,Yes,4,1,Poor
3215,4,52,No,4,1,Poor
3216,7,62,Yes,4,7,Average
3217,1,96,No,8,2,Average
3218,7,93,Yes,5,2,Distinction
3219,1,59,No,7,6,Poor
3220,2,61,Yes,9,9,Poor
3221,4,86,No,4,5,Average
3222,1,91,No,7,6,Average
3223,9,62,Yes,7,5,Average
3224,6,80,Yes,4,8,Good
3225,1,74,No,4,1,Poor
3226,1,42,Yes,9,7,Poor
3227,6,73,No,7,5,Average
3228,4,72,Yes,5,3,Average
3229,4,85,No,7,5,Average
3230,6,56,Yes,5,5,Poor
3231,7,84,No,6,9,Good
3232,9,58,Yes,5,2,Average
3233,5,69,No,9,7,Average
3234,9,62,Yes,8,4,Average
3235,4,54,No,4,9,Poor
3236,2,98,Yes,6,3,Good
3237,3,96,Yes,7,1,Good
3238,1,53,No,5,9,Poor
3239,6,41,Yes,6,0,Poor
3240,6,78,Yes,8,6,Average
3241,1,88,No,5,9,Average
3242,3,57,No,9,2,Poor
3243,5,45,No,7,2,Poor
3244,3,98,No,7,2,Good
3245,3,71,Yes,5,9,Average
3246,3,60,Yes,8,2,Poor
3247,5,79,Yes,4,1,Average
3248,5,67,No,4,5,Average
3249,4,66,Yes,7,9,Poor
3250,1,41,Yes,8,2,Poor
3251,5,72,No,7,0,Average
3252,5,55,Yes,4,9,Poor
3253,4,78,Yes,7,8,Average
3254,6,61,No,5,5,Poor
3255,4,95,Yes,9,5,Good
3256,7,82,No,5,9,Good
3257,7,86,No,9,8,Good
3258,2,52,Yes,8,1,Poor
3259,3,95,Yes,4,9,Good
3260,1,41,Yes,8,8,Poor
3261,8,53,No,8,2,Poor
3262,9,95,No,4,2,Distinction
3263,4,77,Yes,6,2,Average
3264,6,80,Yes,6,0,Average
3265,9,67,No,7,9,Average
3266,6,46,Yes,6,6,Poor
3267,9,57,Yes,5,9,Average
3268,4,95,No,9,6,Good
3269,8,80,Yes,8,1,Good
3270,9,94,Yes,7,5,Distinction
3271,4,75,Yes,8,3,Average
3272,5,80,Yes,4,6,Average
3273,8,75,No,6,6,Average
3274,6,83,No,4,3,Good
3275,7,43,No,7,2,Poor
3276,3,96,No,9,6,Good
3277,7,69,Yes,5,8,Average
3278,8,63,Yes,6,3,Average
3279,6,59,Yes,4,5,Poor
3280,9,85,Yes,9,6,Distinction
3281,6,95,No,6,9,Good
3282,9,70,Yes,8,2,Average
3283,4,63,Yes,5,4,Poor
3284,8,46,No,9,0,Poor
3285,4,65,No,6,5,Average
3286,2,52,No,5,4,Poor
3287,9,93,Yes,9,6,Distinction
3288,5,47,No,8,8,Poor
3289,4,94,Yes,8,3,Good
3290,2,44,Yes,4,8,Poor
3291,1,83,No,7,5,Average
3292,7,52,No,4,4,Poor
3293,6,68,No,5,1,Average
3294,2,59,Yes,4,0,Poor
3295,8,53,Yes,9,7,Poor
3296,4,71,Yes,6,5,Average
3297,8,99,No,9,6,Distinction
3298,7,89,Yes,4,5,Good
3299,5,66,Yes,7,9,Average
3300,8,95,Yes,9,6,Distinction
3301,9,64,Yes,9,8,Average
3302,5,91,No,9,4,Good
3303,5,43,Yes,7,0,Poor
3304,2,60,No,9,0,Poor
3305,5,57,No,5,8,Poor
3306,3,78,Yes,8,4,Average
3307,7,54,Yes,7,1,Average
3308,5,92,No,5,2,Good
3309,8,77,Yes,7,0,Good
3310,1,87,No,7,5,Average
3311,3,91,Yes,8,5,Good
3312,3,63,Yes,6,2,Poor
3313,9,47,No,5,2,Poor
3314,5,67,Yes,7,6,Average
3315,9,60,No,7,0,Average
3316,9,55,No,4,4,Poor
3317,1,99,Yes,9,2,Good
3318,2,93,No,6,4,Good
3319,5,55,Yes,8,3,Poor
3320,4,74,Yes,5,5,Average
3321,9,56,Yes,7,8,Average
3322,7,48,No,9,1,Poor
3323,6,96,Yes,5,9,Distinction
3324,7,74,Yes,8,7,Good
3325,1,91,No,6,1,Average
3326,1,68,No,4,3,Poor
3327,8,78,No,6,8,Good
3328,2,57,No,4,3,Poor
3329,9,51,Yes,5,6,Poor
3330,7,58,Yes,6,4,Poor
3331,6,87,Yes,6,1,Good
3332,1,61,Yes,6,7,Poor
3333,1,98,No,8,9,Good
3334,2,95,No,5,9,Good
3335,6,88,Yes,4,1,Good
3336,6,91,No,6,2,Good
3337,2,54,No,5,9,Poor
3338,1,40,No,9,6,Poor
3339,5,41,No,8,4,Poor
3340,5,47,No,8,9,Poor
3341,2,61,Yes,9,2,Poor
3342,6,64,Yes,5,1,Average
3343,9,41,No,4,5,Poor
3344,2,90,No,5,9,Average
3345,2,48,Yes,5,0,Poor
3346,3,48,Yes,7,7,Poor
3347,7,52,No,8,4,Poor
3348,6,45,No,4,4,Poor
3349,8,69,No,7,1,Average
3350,8,54,Yes,9,6,Average
3351,6,90,No,5,4,Good
3352,3,92,No,9,7,Good
3353,3,54,No,8,4,Poor
3354,1,89,No,7,8,Average
3355,7,46,No,7,4,Poor
3356,5,97,No,4,2,Good
3357,4,50,No,5,1,Poor
3358,4,79,No,4,4,Average
3359,4,77,Yes,7,9,Average
3360,6,79,Yes,7,9,Good
3361,8,41,Yes,4,4,Poor
3362,8,90,No,7,5,Distinction
3363,5,87,Yes,6,1,Good
3364,6,78,Yes,8,4,Average
3365,4,49,Yes,5,0,Poor
3366,9,83,Yes,8,2,Good
3367,8,56,Yes,5,2,Poor
3368,1,46,No,7,2,Poor
3369,2,93,Yes,4,2,Average
3370,9,79,No,4,7,Good
3371,8,78,No,7,0,Good
3372,3,43,Yes,5,5,Poor
3373,8,74,No,7,5,Average
3374,1,90,Yes,5,0,Average
3375,4,86,No,7,0,Average
3376,3,75,No,7,2,Average
3377,6,70,Yes,7,7,Average
3378,7,64,No,4,5,Average
3379,4,80,No,5,3,Average
3380,7,52,No,9,4,Poor
3381,9,57,No,7,9,Average
3382,2,60,No,8,2,Poor
3383,3,87,No,8,5,Average
3384,5,40,No,4,5,Poor
3385,3,75,No,6,5,Average
3386,8,89,Yes,9,8,Good
3387,8,47,No,4,9,Poor
3388,8,91,Yes,6,7,Distinction
3389,9,87,Yes,4,5,Distinction
3390,4,60,No,8,1,Poor
3391,5,82,No,7,3,Average
3392,5,91,Yes,5,5,Good
3393,8,92,Yes,7,8,Distinction
3394,7,92,Yes,8,1,Good
3395,9,60,No,5,5,Average
3396,8,66,No,6,9,Average
3397,2,58,No,6,9,Poor
3398,4,62,Yes,8,9,Poor
3399,6,90,No,5,6,Good
3400,2,89,No,7,7,Average
3401,7,90,No,8,8,Good
3402,3,82,No,6,4,Average
3403,3,74,Yes,8,8,Average
3404,2,79,No,7,8,Average
3405,8,91,No,4,6,Distinction
3406,6,90,Yes,9,1,Good
3407,1,81,No,9,7,Average
3408,1,87,Yes,9,4,Average
3409,7,44,Yes,4,7,Poor
3410,8,91,No,7,1,Good
3411,5,80,Yes,5,6,Average
3412,5,47,No,8,4,Poor
3413,4,50,Yes,7,3,Poor
3414,6,55,Yes,4,9,Poor
3415,6,78,No,6,5,Average
3416,3,86,Yes,9,4,Average
3417,9,63,No,9,5,Average
3418,7,60,No,7,8,Average
3419,1,91,No,9,0,Average
3420,7,62,No,9,0,Average
3421,5,88,Yes,7,5,Good
3422,5,77,No,7,1,Average
3423,2,86,Yes,4,7,Average
3424,4,47,No,4,6,Poor
3425,6,46,Yes,9,5,Poor
3426,7,41,Yes,7,3,Poor
3427,5,69,Yes,7,8,Average
3428,9,52,Yes,9,6,Average
3429,3,62,No,5,6,Poor
3430,1,68,No,6,4,Poor
3431,4,77,Yes,8,0,Average
3432,9,76,Yes,8,1,Good
3433,4,59,No,9,7,Poor
3434,2,72,Yes,8,4,Average
3435,5,68,Yes,4,1,Average
3436,3,89,No,4,4,Average
3437,9,54,Yes,5,7,Average
3438,4,62,Yes,9,3,Poor
3439,6,81,No,4,2,Average
3440,2,42,Yes,9,4,Poor
3441,6,76,No,9,6,Average
3442,3,95,No,7,1,Good
3443,9,68,No,6,0,Average
3444,2,84,No,6,4,Average
3445,9,47,Yes,9,6,Poor
3446,5,61,No,6,7,Poor
3447,8,92,No,6,7,Distinction
3448,2,68,Yes,8,9,Poor
3449,6,41,No,8,8,Poor
3450,3,80,Yes,7,0,Average
3451,5,88,No,5,6,Good
3452,8,98,No,4,9,Distinction
3453,1,89,No,4,7,Average
3454,5,84,No,8,5,Average
3455,3,40,Yes,9,9,Poor
3456,4,83,Yes,6,3,Average
3457,2,59,Yes,7,6,Poor
3458,9,91,No,5,2,Good
3459,3,60,No,8,1,Poor
3460,2,76,No,9,5,Average
3461,9,47,Yes,7,1,Poor
3462,7,66,No,9,5,Average
3463,6,86,Yes,7,9,Good
3464,1,98,Yes,8,2,Good
3465,5,74,Yes,7,1,Average
3466,3,45,No,6,7,Poor
3467,1,99,No,7,3,Good
3468,4,84,No,5,3,Average
3469,2,83,No,7,6,Average
3470,2,58,Yes,4,7,Poor
3471,3,57,Yes,7,8,Poor
3472,8,95,No,9,9,Distinction
3473,8,40,No,8,7,Poor
3474,7,64,No,4,3,Poor
3475,6,66,Yes,8,1,Average
3476,9,46,No,9,9,Poor
3477,4,83,Yes,5,4,Average
3478,1,81,Yes,6,6,Average
3479,8,68,Yes,5,1,Average
3480,7,70,Yes,4,3,Average
3481,7,83,Yes,9,5,Good
3482,3,82,Yes,9,7,Average
3483,4,75,Yes,6,9,Average
3484,9,58,No,7,5,Average
3485,6,45,No,4,5,Poor
3486,5,64,No,6,5,Poor
3487,3,70,Yes,8,3,Average
3488,9,48,Yes,6,2,Poor
3489,5,59,No,8,0,Poor
3490,5,49,Yes,8,1,Poor
3491,4,76,Yes,9,1,Average
3492,4,66,Yes,6,9,Average
3493,1,52,Yes,9,6,Poor
3494,7,80,Yes,9,5,Good
3495,9,41,Yes,5,7,Poor
3496,3,89,Yes,5,8,Average
3497,2,60,Yes,9,4,Poor
3498,3,72,Yes,9,2,Average
3499,1,63,Yes,8,3,Poor
3500,6,92,Yes,9,7,Good
3501,7,83,Yes,4,2,Good
3502,2,81,No,6,1,Average
3503,8,73,Yes,4,6,Average
3504,6,99,Yes,5,3,Distinction
3505,4,48,No,4,7,Poor
3506,5,41,No,7,0,Poor
3507,8,94,No,7,7,Distinction
3508,3,95,Yes,5,4,Good
3509,3,69,Yes,4,1,Poor
3510,4,61,No,6,0,Poor
3511,1,85,No,5,5,Average
3512,9,50,No,7,8,Poor
3513,8,94,Yes,5,8,Distinction
3514,8,82,Yes,4,8,Good
3515,6,56,No,4,3,Poor
3516,7,75,Yes,4,5,Average
3517,6,52,Yes,8,9,Poor
3518,9,46,No,4,5,Poor
3519,3,55,No,9,4,Poor
3520,3,72,No,7,1,Average
3521,3,84,Yes,7,6,Average
3522,3,40,Yes,8,0,Poor
3523,9,50,Yes,7,5,Average
3524,4,45,Yes,7,4,Poor
3525,7,59,Yes,5,4,Average
3526,9,74,No,4,7,Good
3527,7,83,Yes,9,8,Good
3528,9,76,Yes,9,6,Good
3529,3,80,No,5,9,Average
3530,4,65,No,9,7,Poor
3531,8,97,No,5,1,Distinction
3532,6,51,No,9,1,Poor
3533,5,69,Yes,7,7,Average
3534,4,67,Yes,6,5,Poor
3535,8,66,No,4,7,Average
3536,1,81,Yes,6,8,Average
3537,9,58,No,7,8,Average
3538,1,44,Yes,8,5,Poor
3539,8,97,Yes,5,7,Distinction
3540,4,44,Yes,9,1,Poor
3541,9,80,No,9,7,Good
3542,5,66,No,7,2,Poor
3543,3,67,Yes,9,0,Average
3544,9,65,Yes,7,6,Average
3545,9,66,No,6,0,Average
3546,4,91,No,8,0,Good
3547,4,88,Yes,5,0,Good
3548,8,81,Yes,9,3,Good
3549,2,60,No,8,3,Poor
3550,9,40,Yes,8,9,Poor
3551,6,93,No,8,5,Distinction
3552,9,67,No,4,9,Average
3553,8,87,Yes,8,2,Distinction
3554,7,97,Yes,7,9,Distinction
3555,1,97,Yes,4,5,Good
3556,3,54,No,4,6,Poor
3557,2,94,No,8,0,Good
3558,5,56,No,9,5,Poor
3559,5,65,Yes,9,9,Average
3560,5,59,Yes,9,0,Poor
3561,4,64,No,9,6,Poor
3562,5,52,No,7,9,Poor
3563,3,72,Yes,9,4,Average
3564,1,64,No,5,9,Poor
3565,5,47,Yes,8,3,Poor
3566,9,44,Yes,4,0,Poor
3567,9,45,No,5,8,Poor
3568,4,62,No,9,6,Poor
3569,3,91,No,5,1,Average
3570,1,69,No,4,3,Poor
3571,2,53,No,9,3,Poor
3572,8,93,Yes,5,7,Distinction
3573,1,62,No,7,1,Poor
3574,8,50,Yes,7,4,Poor
3575,7,70,No,8,9,Average
3576,8,45,No,8,7,Poor
3577,6,50,No,5,5,Poor
3578,9,52,No,4,3,Poor
3579,3,51,No,7,4,Poor
3580,4,93,No,6,1,Good
3581,6,41,Yes,8,4,Poor
3582,8,92,No,7,2,Good
3583,5,74,No,9,2,Average
3584,3,94,No,5,6,Good
3585,6,75,No,7,2,Average
3586,4,56,Yes,7,3,Poor
3587,9,67,Yes,5,6,Average
3588,3,67,Yes,8,2,Poor
3589,4,61,Yes,8,9,Poor
3590,7,77,Yes,6,9,Average
3591,7,46,Yes,6,1,Poor
3592,4,54,No,8,9,Poor
3593,6,71,No,8,6,Average
3594,3,50,Yes,8,4,Poor
3595,6,63,No,8,0,Average
3596,2,42,No,7,9,Poor
3597,8,69,No,6,7,Average
3598,2,45,No,5,2,Poor
3599,7,97,No,4,6,Distinction
3600,9,41,Yes,5,5,Poor
3601,1,53,Yes,9,9,Poor
3602,8,80,Yes,4,5,Good
3603,7,57,Yes,7,7,Poor
3604,6,90,Yes,9,3,Good
3605,6,83,Yes,6,3,Average
3606,6,70,No,4,2,Average
3607,9,52,Yes,8,0,Poor
3608,2,65,No,9,9,Poor
3609,1,83,No,7,2,Average
3610,6,51,Yes,4,0,Poor
3611,8,57,Yes,8,5,Average
3612,3,48,Yes,9,7,Poor
3613,1,88,No,7,2,Average
3614,9,60,Yes,9,3,Average
3615,1,87,Yes,4,4,Average
3616,3,88,Yes,8,6,Good
3617,8,92,No,6,5,Good
3618,3,95,Yes,7,1,Good
3619,4,79,Yes,4,6,Average
3620,8,82,No,8,7,Good
3621,1,63,No,6,0,Poor
3622,6,73,No,9,5,Average
3623,1,47,Yes,8,8,Poor
3624,1,83,Yes,6,6,Average
3625,8,92,No,4,4,Good
3626,4,72,Yes,8,9,Average
3627,1,62,No,8,9,Poor
3628,7,52,No,5,8,Poor
3629,5,93,No,7,1,Good
3630,5,92,No,8,6,Good
3631,1,88,No,6,8,Average
3632,6,53,Yes,7,1,Poor
3633,9,53,Yes,4,9,Poor
3634,9,55,Yes,7,5,Average
3635,8,88,Yes,5,8,Good
3636,5,77,No,4,2,Average
3637,1,97,Yes,8,7,Good
3638,9,99,No,9,4,Distinction
3639,1,78,No,4,6,Average
3640,8,65,Yes,4,2,Average
3641,5,65,Yes,5,7,Average
3642,3,40,No,6,1,Poor
3643,7,71,Yes,4,7,Average
3644,7,96,Yes,6,1,Distinction
3645,9,54,Yes,7,6,Average
3646,7,91,Yes,9,1,Distinction
3647,3,60,No,5,6,Poor
3648,1,57,No,8,0,Poor
3649,8,69,Yes,4,5,Average
3650,3,99,No,9,9,Good
3651,8,97,No,9,6,Distinction
3652,8,52,Yes,6,3,Poor
3653,5,63,Yes,4,0,Poor
3654,1,69,No,9,5,Poor
3655,7,41,No,5,3,Poor
3656,5,58,No,8,2,Poor
3657,8,86,Yes,7,3,Good
3658,9,83,No,7,5,Good
3659,7,86,No,6,4,Good
3660,7,64,Yes,9,1,Average
3661,1,89,No,7,1,Average
3662,4,53,Yes,6,2,Poor
3663,2,45,Yes,8,5,Poor
